symbol,underlying_symbol,strike,expiration_date,contract_type,implied_volatility,open_interest,volume,bid,ask,last_price,market_price,underlying_price,risk_free_rate,fetch_timestamp,time_to_expiry,data_source,simulated_trade_date
SPY20250825C00635000,SPY,635.0,2025-08-25,call,0.118172880859375,2319.0,2056.0,10.39,10.51,10.46,10.45,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.718910,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00425000,SPY,425.0,2025-08-25,put,1.40625296875,10.0,0.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.719553,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00435000,SPY,435.0,2025-08-25,put,1.3437532812499997,10.0,0.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00445000,SPY,445.0,2025-08-25,put,1.2656286718749998,1.0,0.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00450000,SPY,450.0,2025-08-25,put,1.2343788281249999,0.0,0.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00470000,SPY,470.0,2025-08-25,put,1.0312548437500002,6.0,0.0,0.0,0.01,0.02,0.02,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00475000,SPY,475.0,2025-08-25,put,1.000005,70.0,8.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00480000,SPY,480.0,2025-08-25,put,0.9687503125,111.0,10.0,0.0,0.01,0.02,0.02,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00485000,SPY,485.0,2025-08-25,put,0.937500625,1.0,2.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00490000,SPY,490.0,2025-08-25,put,0.9062509375,122.0,100.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00495000,SPY,495.0,2025-08-25,put,0.87500125,2.0,1.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00500000,SPY,500.0,2025-08-25,put,0.8437515624999999,427.0,1200.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00505000,SPY,505.0,2025-08-25,put,0.8125018749999999,103.0,60.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00510000,SPY,510.0,2025-08-25,put,0.7812521875,519.0,25.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00515000,SPY,515.0,2025-08-25,put,0.7500025,368.0,3.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00520000,SPY,520.0,2025-08-25,put,0.7187528125,1197.0,892.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00525000,SPY,525.0,2025-08-25,put,0.6875031250000001,1139.0,1351.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00530000,SPY,530.0,2025-08-25,put,0.6562534375000001,963.0,470.0,0.0,0.01,0.02,0.02,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00535000,SPY,535.0,2025-08-25,put,0.6250037500000001,667.0,80.0,0.0,0.01,0.03,0.03,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00550000,SPY,550.0,2025-08-25,put,0.5468795312500001,72.0,10.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00555000,SPY,555.0,2025-08-25,put,0.51562984375,66.0,74.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00560000,SPY,560.0,2025-08-25,put,0.51562984375,312.0,33.0,0.0,0.01,0.02,0.02,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00565000,SPY,565.0,2025-08-25,put,0.48438015625,416.0,389.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00570000,SPY,570.0,2025-08-25,put,0.46094289062500005,194.0,134.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00575000,SPY,575.0,2025-08-25,put,0.42969320312500003,370.0,633.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00580000,SPY,580.0,2025-08-25,put,0.398443515625,1137.0,51.0,0.0,0.01,0.02,0.02,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00585000,SPY,585.0,2025-08-25,put,0.367193828125,123.0,165.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00590000,SPY,590.0,2025-08-25,put,0.3398503515625,520.0,1333.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00595000,SPY,595.0,2025-08-25,put,0.3320379296875,338.0,319.0,0.01,0.02,0.01,0.015,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00600000,SPY,600.0,2025-08-25,put,0.3007882421875,2612.0,1325.0,0.01,0.02,0.01,0.015,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00605000,SPY,605.0,2025-08-25,put,0.2695385546875,3397.0,436.0,0.01,0.02,0.02,0.015,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250825P00608000,SPY,608.0,2025-08-25,put,0.2500075,856.0,5129.0,0.01,0.02,0.01,0.015,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.721973,0.0027397260273972603,yahoo_finance,2025-08-22 16:39:41.671421
SPY20250826C00540000,SPY,540.0,2025-08-26,call,0.726565234375,3.0,4.0,104.06,106.85,94.91,105.455,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.830420,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00560000,SPY,560.0,2025-08-26,call,0.596683720703125,5.0,0.0,84.06,86.86,84.2,85.46000000000001,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.830420,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00575000,SPY,575.0,2025-08-26,call,0.5048877636718749,1.0,1.0,69.07,71.88,61.18,70.475,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.831423,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00585000,SPY,585.0,2025-08-26,call,0.6684603466796877,2.0,2.0,59.08,61.88,50.05,60.480000000000004,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.831697,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00590000,SPY,590.0,2025-08-26,call,0.6247596118164063,2.0,1.0,54.08,56.89,51.67,55.485,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.831697,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00595000,SPY,595.0,2025-08-26,call,0.5797161169433593,0.0,1.0,49.08,51.89,41.92,50.485,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00605000,SPY,605.0,2025-08-26,call,0.4885305053710938,9.0,1.0,39.09,41.89,40.06,40.49,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00615000,SPY,615.0,2025-08-26,call,0.39685661743164063,42.0,2.0,29.1,31.91,30.07,30.505000000000003,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00618000,SPY,618.0,2025-08-26,call,0.3624331335449219,2.0,11.0,26.12,28.83,28.32,27.475,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00619000,SPY,619.0,2025-08-26,call,0.3529117443847656,2.0,45.0,25.18,27.83,26.46,26.505,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00620000,SPY,620.0,2025-08-26,call,0.34400070068359373,23.0,115.0,24.13,26.84,25.22,25.485,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00621000,SPY,621.0,2025-08-26,call,0.21704884521484374,8.0,35.0,24.44,24.58,24.46,24.509999999999998,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00622000,SPY,622.0,2025-08-26,call,0.2111895288085937,3.0,57.0,23.44,23.59,23.01,23.515,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00624000,SPY,624.0,2025-08-26,call,0.196297099609375,13.0,38.0,21.45,21.59,21.52,21.52,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00625000,SPY,625.0,2025-08-26,call,0.1901936450195313,21.0,69.0,20.46,20.6,20.44,20.53,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00627000,SPY,627.0,2025-08-26,call,0.17627776855468752,37.0,45.0,18.47,18.61,19.31,18.54,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00630000,SPY,630.0,2025-08-26,call,0.15528188476562502,86.0,148.0,15.49,15.63,15.43,15.56,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00631000,SPY,631.0,2025-08-26,call,0.149422568359375,88.0,54.0,14.51,14.65,14.44,14.58,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.832145,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00632000,SPY,632.0,2025-08-26,call,0.14234256103515625,114.0,90.0,13.52,13.66,13.62,13.59,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00633000,SPY,633.0,2025-08-26,call,0.13599496826171875,218.0,78.0,12.55,12.68,12.48,12.615,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00635000,SPY,635.0,2025-08-26,call,0.12574116455078127,913.0,497.0,10.61,10.76,10.62,10.684999999999999,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00636000,SPY,636.0,2025-08-26,call,0.11975977905273436,1547.0,738.0,9.65,9.8,9.22,9.725000000000001,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00637000,SPY,637.0,2025-08-26,call,0.1132901171875,1681.0,1293.0,8.71,8.84,8.27,8.775,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00638000,SPY,638.0,2025-08-26,call,0.10572183349609374,1209.0,2289.0,7.78,7.87,7.94,7.825,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00639000,SPY,639.0,2025-08-26,call,0.10120527709960936,1269.0,2379.0,6.87,6.96,7.0,6.915,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00640000,SPY,640.0,2025-08-26,call,0.09620044433593751,2361.0,3327.0,5.99,6.06,6.06,6.025,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00641000,SPY,641.0,2025-08-26,call,0.09192802612304687,1372.0,2226.0,5.13,5.2,5.25,5.165,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00642000,SPY,642.0,2025-08-26,call,0.08753353881835937,2844.0,3776.0,4.32,4.37,4.46,4.345000000000001,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00643000,SPY,643.0,2025-08-26,call,0.08356629333496096,4277.0,4955.0,3.55,3.59,3.61,3.57,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00644000,SPY,644.0,2025-08-26,call,0.07990422058105469,1569.0,6140.0,2.84,2.87,2.89,2.855,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826C00645000,SPY,645.0,2025-08-26,call,0.07685249328613282,2612.0,9260.0,2.2,2.23,2.22,2.215,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00425000,SPY,425.0,2025-08-26,put,1.21875390625,1.0,0.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00465000,SPY,465.0,2025-08-26,put,0.937500625,20.0,0.0,0.0,0.01,0.02,0.02,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00470000,SPY,470.0,2025-08-26,put,0.9062509375,82.0,50.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00475000,SPY,475.0,2025-08-26,put,0.87500125,52.0,0.0,0.0,0.01,0.02,0.02,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00480000,SPY,480.0,2025-08-26,put,0.8437515624999999,138.0,30.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00485000,SPY,485.0,2025-08-26,put,0.8125018749999999,131.0,1.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00500000,SPY,500.0,2025-08-26,put,0.73437765625,427.0,20.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00515000,SPY,515.0,2025-08-26,put,0.6562534375000001,231.0,640.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00525000,SPY,525.0,2025-08-26,put,0.5937540625000001,326.0,2000.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00540000,SPY,540.0,2025-08-26,put,0.5312546875,886.0,11.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00545000,SPY,545.0,2025-08-26,put,0.500005,61.0,30.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00550000,SPY,550.0,2025-08-26,put,0.500005,55.0,59.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00555000,SPY,555.0,2025-08-26,put,0.476567734375,114.0,7.0,0.0,0.01,0.01,0.01,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00560000,SPY,560.0,2025-08-26,put,0.445318046875,83.0,10.0,0.0,0.01,0.03,0.03,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
SPY20250826P00565000,SPY,565.0,2025-08-26,put,0.44922425781249997,228.0,1932.0,0.01,0.02,0.01,0.015,645.3099975585938,0.04087999820709229,2025-08-23 16:39:40.835329,0.005479452054794521,yahoo_finance,2025-08-21 16:39:41.671421
